customer_id,first_name,last_name,email,phone,address,city,state,zip_code,registration_date,date_of_birth,risk_profile,employment_status,annual_income,credit_score,is_fraudulent
C0162,Thomas,Hess,thomas.hess@email.com,555-430-4105,7032 Valencia Hills,Morganmouth,SC,37147,2021-01-14,1977-09-20,,Retired,30000,767,False
C0163,William,Davis,william.davis@email.com,555-769-6181,762 Lawrence Hill,Cindyfort,AL,61011,2019-03-12,1980-07-30,,Employed,93956,707,False
C0164,Nicole,Smith,nicole.smith@email.com,555-323-7735,425 William Summit,Port Daniel,MD,88494,2020-10-20,1964-07-26,,Self-Employed,81607,799,False
C0165,Donald,Evans,donald.evans@email.com,555-794-3177,24795 Tina Greens,Nicholasborough,MI,32980,2021-07-25,1994-03-02,,Retired,30000,666,False
C0166,Andrea,Green,andrea.green@email.com,555-699-8354,630 Kayla Crossing,East Christiantown,MO,76981,2021-08-04,1993-04-10,Moderate,Employed,36601,761,False
C0167,John,Jackson,john.jackson@email.com,555-855-8020,134 Ashley Branch,Aguirreburgh,WI,41922,2021-06-23,1963-07-24,,Employed,62419,744,False
C0168,Amanda,Simmons,amanda.simmons@email.com,555-138-4900,203 Rhodes Coves Suite 135,New Manuelport,WA,88390,2020-06-27,1993-02-27,Aggressive,Retired,32873,743,False
C0169,Jeremiah,Gibbs,jeremiah.gibbs@email.com,555-524-5726,03099 Kara Run Suite 876,North Robertstad,WI,13105,2019-04-15,1997-12-28,Conservative,Self-Employed,61799,850,False
C0170,Danielle,Brennan,danielle.brennan@email.com,555-812-4644,4773 Chaney Gateway Apt. 330,Leeland,RI,60002,2020-12-03,1974-06-05,Conservative,Employed,74748,791,False
C0171,Deborah,Wilson,deborah.wilson@email.com,555-297-1853,95593 Mitchell Avenue,Ashleyland,SD,28550,2019-02-23,1965-08-19,Aggressive,Employed,140608,730,False
C0172,Carrie,Turner,carrie.turner@email.com,555-578-6103,07892 Tiffany Loaf Suite 064,Davidview,HI,35891,2019-05-17,1979-01-08,,Employed,52244,639,False
C0173,Richard,Miller,richard.miller@email.com,555-378-8883,9272 Campbell Track Suite 424,Josephtown,CO,57131,2020-03-26,1976-12-10,,Employed,66525,763,False
C0174,Cheryl,Mills,cheryl.mills@email.com,555-939-8897,097 Beck Gateway Apt. 317,South Colin,AK,59993,2020-05-25,1998-04-23,,Employed,147979,589,False
C0175,Kimberly,Wilson,kimberly.wilson@email.com,555-574-6011,6109 Zachary Point,Masonburgh,NJ,47122,2020-02-08,1985-03-20,,Employed,61468,688,False
C0176,Darryl,Adams,darryl.adams@email.com,555-982-9203,98278 Tonya Spur,West Lindaborough,WA,59054,2020-10-03,1978-02-23,,Retired,34971,658,False
C0177,Beverly,Martinez,beverly.martinez@email.com,555-139-3039,60707 Hopkins Summit,Lake Renee,MO,84135,2018-11-29,1968-09-17,,Self-Employed,110415,694,False
C0178,Andrew,Harrison,andrew.harrison@email.com,555-766-7313,169 Richardson Ports,Pricemouth,NV,42347,2019-05-12,1981-06-06,,Employed,179618,679,False
C0179,Darren,Martinez,darren.martinez@email.com,555-760-3422,7142 Berry Square Apt. 468,Port Jacob,KY,89355,2020-07-21,1990-07-20,,Employed,40484,701,False
C0180,Philip,Anderson,philip.anderson@email.com,555-219-2512,27645 Franco Spur,Port Sheilaburgh,TN,60377,2020-03-25,1991-09-03,,Employed,192270,647,False
C0181,Teresa,Mcintosh,teresa.mcintosh@email.com,555-269-7993,34825 Jennifer Mill,Port Larryville,KY,49612,2020-10-22,1983-12-01,Moderate,Employed,63001,785,False
C0182,Mitchell,Weaver,mitchell.weaver@email.com,555-845-2456,425 Garcia Isle Apt. 782,Farrellchester,CT,93385,2021-03-18,1994-11-03,Aggressive,Self-Employed,138900,733,False
C0183,Laura,Miller,laura.miller@email.com,555-272-9056,872 Brandi Path,Johnsonborough,AL,22697,2018-05-24,1994-09-16,,Employed,71429,850,False
C0184,Eric,Randolph,eric.randolph@email.com,555-483-4053,226 Carl Mills,South Haroldside,VA,27607,2019-02-10,1981-10-27,,Employed,173786,685,False
C0185,Todd,Barnes,todd.barnes@email.com,555-160-3993,463 Myers Track Apt. 610,East Julieshire,WI,35150,2019-06-16,2000-06-21,,Retired,30000,793,False
C0186,Teresa,Johnston,teresa.johnston@email.com,555-383-2052,173 Soto Burgs Apt. 115,Jorgeborough,MI,13888,2021-04-14,1970-07-13,,Employed,91405,813,False
C0187,Mary,Marquez,mary.marquez@email.com,555-107-1685,9175 Emily Springs Apt. 229,New David,CT,37665,2020-12-05,1995-07-08,,Employed,81724,739,False
C0188,Juan,White,juan.white@email.com,555-798-6620,14390 French Run,Heathertown,MA,41404,2020-01-10,1989-10-31,,Employed,41550,723,False
C0189,John,Hendricks,john.hendricks@email.com,555-386-5072,2318 Shane Parkways,Lake Michaelborough,MS,69233,2021-06-20,1990-10-12,,Employed,61082,704,False
C0190,Tara,Adams,tara.adams@email.com,555-753-6278,73352 Donna Pine Apt. 967,North Joshuamouth,AK,93070,2020-01-08,1999-03-07,,Employed,119664,622,False
C0191,Brenda,Wilson,brenda.wilson@email.com,555-913-2333,00093 Garcia Highway,West David,MN,66087,2020-09-02,1989-07-13,Moderate,Retired,37049,765,False
C0192,Andrew,Ross,andrew.ross@email.com,555-977-9267,094 Alexander Meadows Suite 800,South Brian,AZ,26759,2020-10-16,1995-09-29,,Employed,192106,839,False
C0193,Patrick,Mendez,patrick.mendez@email.com,555-593-9858,525 Harrington Key,New Aaron,KS,41897,2019-03-10,1967-08-24,,Self-Employed,89843,633,False
C0194,Paul,Schwartz,paul.schwartz@email.com,555-264-6349,40726 Hansen Summit,Jordanborough,MO,46747,2019-03-28,1992-04-04,Moderate,Employed,59115,743,False
C0195,David,Bailey,david.bailey@email.com,555-647-9060,5925 Phillip Avenue,Davidmouth,CO,53620,2019-04-04,1985-11-01,,Self-Employed,112924,708,False
C0196,Cindy,Hall,cindy.hall@email.com,555-860-7252,90697 Bates Lake Suite 906,Carpenterbury,TN,94161,2021-02-24,1998-05-28,,Employed,51783,748,False
C0197,Kelly,Stephens,kelly.stephens@email.com,555-448-4082,4460 Michael Village,Shelbyview,WV,25218,2021-03-19,1976-06-30,Aggressive,Employed,64255,688,False
C0198,Christopher,Blankenship,christopher.blankenship@email.com,555-967-7359,57093 Woods Circles Apt. 480,Jonesmouth,NV,51896,2020-01-18,1995-10-10,Moderate,Employed,141616,686,False
C0199,Kristina,Stewart,kristina.stewart@email.com,555-504-1150,890 Avila Spring,West Jasonfort,OH,70372,2019-10-10,1966-06-28,,Self-Employed,50467,695,False
C0200,George,Murillo,george.murillo@email.com,555-390-3389,00479 Michael Cliff Suite 070,Melaniestad,WV,97208,2021-12-10,1961-07-16,,Employed,112724,658,False
C0201,John,Galvan,john.galvan@email.com,555-821-7171,982 Timothy Extensions,Davidview,AR,53665,2018-11-09,1997-02-19,,Self-Employed,36641,800,False
C0202,Jeffrey,Stone,jeffrey.stone@email.com,555-501-5900,83053 Allen Cliff Apt. 814,New Christopher,TX,30865,2018-02-14,1984-07-30,,Employed,64449,685,False
C0203,Matthew,Berry,matthew.berry@email.com,555-173-9648,190 Terry Manors Suite 871,Mullinshaven,WA,47098,2019-08-02,1991-03-28,,Retired,82738,763,False
C0204,Juan,Taylor,juan.taylor@email.com,555-986-1886,138 Mark Gateway,North Ronnie,VA,49855,2020-07-26,1989-05-13,,Employed,30883,759,False
C0205,Darren,Richardson,darren.richardson@email.com,555-314-4573,58430 Michael Plaza,New Charles,WV,35644,2021-08-26,1960-05-29,,Employed,107207,740,False
C0206,Jessica,Nunez,jessica.nunez@email.com,555-153-2922,15549 Kevin Mount,Caroltown,NC,95209,2019-11-25,1986-08-14,Aggressive,Employed,32970,723,False
C0207,Laura,Monroe,laura.monroe@email.com,555-346-7498,943 Olson Oval Apt. 349,New Tammy,NY,49674,2021-11-09,1986-09-28,,Unemployed,54274,654,False
C0208,Alexander,Keller,alexander.keller@email.com,555-765-7260,11271 Jacobs Court Apt. 789,South Julieside,LA,92881,2021-08-30,1979-12-19,,Employed,64913,599,False
C0209,Rebecca,Bernard,rebecca.bernard@email.com,555-700-8856,64404 Ramirez Landing,Rhondaville,LA,22393,2021-04-29,1968-02-15,Conservative,Employed,52473,676,False
C0210,Daniel,King,daniel.king@email.com,555-932-1323,83087 Nicholas Common,Port Sarahshire,MT,82883,2021-01-03,1995-02-22,,Self-Employed,73187,638,False
C0211,Russell,Hamilton,russell.hamilton@email.com,555-909-3033,405 Deleon Flat Apt. 506,Jamesberg,WI,37192,2021-09-10,2000-04-06,,Employed,267696,622,False
C0212,Jacob,Ward,jacob.ward@email.com,555-919-6149,6476 Elizabeth Pass,Port Michaelberg,DE,15130,2018-09-21,1985-10-18,,Employed,32150,720,False
C0213,Jason,Williams,jason.williams@email.com,555-472-9919,0672 Pena Mills,Delgadoborough,HI,65450,2021-09-09,1960-01-02,,Employed,126969,717,False
C0214,Heather,Huang,heather.huang@email.com,555-690-9035,04569 Hogan Lakes,Rebeccaland,VT,51017,2020-12-06,2000-11-08,,Unemployed,30000,702,False
C0215,Kimberly,Phelps,kimberly.phelps@email.com,555-245-5910,6122 Marshall Mill Apt. 108,Brianmouth,IN,27590,2021-05-18,1984-10-06,,Employed,63500,703,False
C0216,Sherri,Bullock,sherri.bullock@email.com,555-361-5270,82384 Smith Forge,New Tylerfort,MO,95166,2018-12-01,1977-12-11,,Employed,32928,710,False
C0217,Cassandra,Smith,cassandra.smith@email.com,555-761-4156,3766 Christopher Square Suite 777,Port Lisaberg,VA,58777,2021-02-28,1989-06-26,,Employed,76063,743,False
C0218,Daniel,Wilson,daniel.wilson@email.com,555-906-8104,46882 Deborah Spur Apt. 805,Bellburgh,MO,13396,2021-05-21,1971-02-07,,Employed,93190,626,False
C0219,Brandy,Combs,brandy.combs@email.com,555-441-5476,82859 Maurice Point Suite 295,Scottchester,GA,39591,2019-07-15,1960-06-10,,Employed,33085,664,False
C0220,Ashley,Bryant,ashley.bryant@email.com,555-926-9021,84163 Michael Pine,Port Scott,CT,79331,2019-12-16,1991-06-03,,Employed,55128,731,False
C0221,Kyle,Nelson,kyle.nelson@email.com,555-425-7382,050 Antonio Route Apt. 257,Wintersview,ID,55242,2021-10-20,1995-05-19,,Employed,150771,643,False
C0222,Patricia,Espinoza,patricia.espinoza@email.com,555-830-3547,8196 Garner Fall,Juliefort,TX,26563,2018-10-20,1976-12-28,Aggressive,Employed,113507,685,False
C0223,Jocelyn,Chen,jocelyn.chen@email.com,555-723-7852,373 Janice Greens Suite 639,North Sara,VA,70003,2019-01-10,1979-09-09,Conservative,Unemployed,70597,700,False
C0224,Melissa,James,melissa.james@email.com,555-412-7660,36743 Kelly Mills Suite 374,Jimenezville,WY,50991,2018-07-04,1988-06-20,,Employed,151104,756,False
C0225,Keith,Lopez,keith.lopez@email.com,555-110-7946,004 Diana Parks,Port Tiffanyhaven,UT,76674,2018-10-07,1981-07-07,,Employed,135235,714,False
C0226,David,Horton,david.horton@email.com,555-114-4115,281 Ronald Stream,Rachelfurt,WV,10955,2020-05-20,1991-07-08,,Employed,112985,630,False
C0227,James,Conway,james.conway@email.com,555-636-4687,0430 Lee Forge Suite 571,Davidmouth,ID,19846,2020-01-22,1997-08-26,,Employed,63968,683,False
C0228,Logan,Barton,logan.barton@email.com,555-215-6537,15408 Ashley Fords,Amandaside,UT,42737,2021-01-09,1998-03-01,,Self-Employed,38635,719,False
C0229,Barbara,Tate,barbara.tate@email.com,555-102-7449,0997 Parrish Unions,North Chloeborough,IN,49953,2021-08-09,1983-02-15,,Self-Employed,30781,673,False
C0230,Karen,Shaw,karen.shaw@email.com,555-464-1096,147 Ellis Brooks Apt. 226,Kimberlyshire,SC,70339,2019-11-04,1973-05-20,,Employed,45468,762,False
C0231,Kayla,Thomas,kayla.thomas@email.com,555-186-9668,45574 Torres Stravenue,Thomashaven,NC,30147,2020-04-21,1965-07-22,,Retired,33358,761,False
C0232,Michael,Edwards,michael.edwards@email.com,555-649-5415,19649 Emily Place,North Jeffrey,CT,67484,2021-09-06,1997-08-26,,Employed,108373,681,False
C0233,Ralph,Carter,ralph.carter@email.com,555-132-3626,180 Harris Rest Suite 398,Lake Martinhaven,TX,36082,2020-09-08,1989-11-03,,Unemployed,30000,629,False
C0234,Jon,Bryant,jon.bryant@email.com,555-869-7551,45195 Robert Garden,Stevenville,NC,60967,2018-09-27,1964-12-02,,Unemployed,62808,703,False
C0235,Linda,Tapia,linda.tapia@email.com,555-342-1852,2186 Audrey Camp Apt. 479,New Jenniferhaven,UT,54845,2020-05-29,1986-10-13,,Self-Employed,66388,580,False
C0236,Robert,Cooper,robert.cooper@email.com,555-846-9376,9031 Lin Corner,New Brittney,ID,42698,2019-07-30,1994-05-24,,Employed,30000,739,False
C0237,John,Johnston,john.johnston@email.com,555-823-2688,863 Bush Plains,New Rebecca,VT,75841,2021-06-05,1968-02-16,,Employed,172136,749,False
C0238,Stephanie,Joyce,stephanie.joyce@email.com,555-296-3395,2414 Andrew Oval Suite 881,Darinmouth,NV,12314,2021-06-16,1968-12-14,,Employed,34386,690,False
C0239,Jacob,Sanchez,jacob.sanchez@email.com,555-336-4633,5949 Lisa Parkways Apt. 809,Schmidtmouth,MI,65846,2020-09-08,1962-10-02,Moderate,Employed,92791,714,False
C0240,Adriana,Williams,adriana.williams@email.com,555-459-7849,87381 Sharon Station Apt. 434,West Wanda,KS,51922,2018-04-08,1968-02-25,Conservative,Employed,37220,802,False
C0241,Stephanie,Hansen,stephanie.hansen@email.com,555-289-5133,28001 Rebecca Roads Suite 229,Port Carl,NY,57655,2019-11-16,1973-08-26,,Employed,129575,728,False
C0242,Patricia,Castro,patricia.castro@email.com,555-470-9664,9398 Hill Burgs,Rebeccaland,RI,58705,2019-05-03,1989-03-02,,Employed,88361,638,False
C0243,John,Arnold,john.arnold@email.com,555-860-2971,090 Brooks Drives Suite 275,Lake Kathleenside,AZ,86881,2021-09-02,1996-08-31,,Employed,37438,623,False
C0244,Laura,West,laura.west@email.com,555-646-3517,4280 John Ridge,Port Jessica,AZ,26755,2019-01-28,1978-10-04,Conservative,Employed,53687,834,False
C0245,Tammy,Smith,tammy.smith@email.com,555-529-9581,24624 Silva Circle,East Lisa,NC,12867,2018-12-08,1986-11-16,Conservative,Employed,147384,739,False
C0246,Sharon,Hodges,sharon.hodges@email.com,555-507-9110,90097 Diamond Ranch Suite 668,Kariview,UT,79791,2020-11-17,1963-05-13,,Employed,106077,716,False
C0247,Adam,Bennett,adam.bennett@email.com,555-378-4390,28585 Douglas Camp Apt. 293,Meganborough,ID,10471,2018-11-24,1985-08-26,Conservative,Employed,361297,755,False
C0248,John,Fitzgerald,john.fitzgerald@email.com,555-972-4609,0849 Courtney Locks Apt. 413,Kelseyville,ME,45194,2021-02-04,1965-05-05,,Employed,40590,753,False
C0249,Leah,Sloan,leah.sloan@email.com,555-384-3178,8596 Emily Vista,Lake Johnmouth,LA,16752,2021-08-08,1971-03-03,Moderate,Unemployed,31655,670,False
C0250,Karen,Hodges,karen.hodges@email.com,555-432-2363,772 Carol Trace Apt. 047,Hernandezberg,VA,81994,2019-06-25,1992-05-22,,Employed,167296,589,False
C0251,Jessica,Russell,jessica.russell@email.com,555-935-1170,781 Yoder Track,Brandichester,MN,38741,2019-07-27,1967-12-05,,Employed,104602,643,False
C0252,Aaron,Moore,aaron.moore@email.com,555-749-4377,6523 Lori Corners Suite 279,Kristineland,NH,38919,2019-10-27,1972-01-21,Moderate,Employed,192451,668,False
C0253,James,Warren,james.warren@email.com,555-847-8109,144 Jackson Wall Suite 118,New Sandrashire,MS,29442,2020-09-08,1964-03-15,,Employed,59788,755,False
C0254,Jonathan,Johnson,jonathan.johnson@email.com,555-846-3955,67494 Doyle Mill Apt. 699,Vasquezchester,TN,46968,2018-02-13,1973-11-29,,Employed,43377,702,False
C0255,Craig,Garcia,craig.garcia@email.com,555-173-7986,29336 Smith Fall Suite 056,Janetfort,KS,69640,2021-08-14,1978-01-20,,Employed,82961,749,False
C0256,Emma,Poole,emma.poole@email.com,555-486-7291,356 Knapp Way,North Brianmouth,AK,24422,2018-01-28,1994-03-31,,Self-Employed,106336,638,False
C0257,Rebecca,Trevino,rebecca.trevino@email.com,555-911-1153,072 Lisa Brooks,Bellside,DC,23938,2021-01-15,1993-01-07,,Self-Employed,50009,721,False
C0258,Kenneth,Bailey,kenneth.bailey@email.com,555-226-1347,3988 David Stream Suite 648,Port Elaine,AZ,23476,2021-01-20,1973-04-23,,Employed,148086,763,False
C0259,Laura,Wilson,laura.wilson@email.com,555-332-7998,30963 Rodriguez Ports,Lake Tyler,MO,29316,2019-12-25,1989-05-25,,Employed,139582,707,False
C0260,Edward,Perez,edward.perez@email.com,555-212-4678,584 Martin Fields,South Dianaville,CT,46937,2020-01-02,1963-06-03,,Employed,85487,705,False
C0261,Bianca,Snyder,bianca.snyder@email.com,555-795-7967,076 Wright Terrace,Joshuaton,GA,97460,2021-11-08,1973-07-11,,Employed,46850,755,False
C0262,John,Evans,john.evans@email.com,555-828-2251,063 Heather Creek Apt. 805,North Clairefurt,DC,10285,2018-11-01,1994-11-21,,Employed,63427,673,False
C0263,April,Wade,april.wade@email.com,555-215-8003,409 Thomas Ridges,Sandraborough,WA,46500,2018-10-24,1964-01-21,,Employed,63691,549,False
C0264,Benjamin,Conner,benjamin.conner@email.com,555-716-6463,9839 Tamara Path,East Jesusmouth,FL,95715,2019-05-19,1977-03-10,Conservative,Employed,64590,579,False
C0265,John,Harris,john.harris@email.com,555-832-7911,19394 Walker Turnpike Apt. 157,East Nicholas,ND,85743,2021-11-21,1996-05-23,Aggressive,Self-Employed,103560,643,False
C0266,Courtney,Wilson,courtney.wilson@email.com,555-117-6937,88680 Mccullough Harbor,East Sharon,OK,72118,2018-10-01,1964-12-09,Aggressive,Employed,33268,795,False
C0267,Kayla,Sanchez,kayla.sanchez@email.com,555-955-7898,694 Norman Way,Bryantton,KS,37621,2019-04-05,1962-07-04,,Self-Employed,30000,599,False
C0268,Matthew,Williams,matthew.williams@email.com,555-126-7958,498 Romero Lake Suite 435,North Jennifer,MS,17088,2021-12-07,1964-10-02,,Employed,78239,788,False
C0269,Jennifer,Hernandez,jennifer.hernandez@email.com,555-883-3988,193 Pacheco Unions Suite 931,West George,NM,28364,2020-12-16,1991-05-03,Conservative,Retired,45528,776,False
C0270,Andrew,Vega,andrew.vega@email.com,555-393-2822,680 Martha Gateway,Carolyntown,GA,17864,2021-08-08,1961-06-10,,Employed,62312,619,False
C0271,Tonya,Leach,tonya.leach@email.com,555-667-5227,82762 Aaron Gateway,North Angela,OR,75781,2019-09-19,1991-10-27,Aggressive,Employed,147455,739,False
C0272,Joshua,Carlson,joshua.carlson@email.com,555-228-4471,598 Theresa Plaza,Seanburgh,MT,91139,2018-04-25,1969-10-26,,Employed,99551,656,False
C0273,Veronica,Valenzuela,veronica.valenzuela@email.com,555-947-7233,3398 Crystal Plain Suite 018,Jenniferland,HI,17165,2020-01-31,1989-01-02,Conservative,Employed,55883,638,False
C0274,Danielle,Berry,danielle.berry@email.com,555-966-6496,4378 Daniel Alley Suite 566,New Ericstad,AK,41395,2019-08-01,1967-04-20,,Employed,34810,683,False
C0275,Cassandra,Barajas,cassandra.barajas@email.com,555-133-4937,923 Sanchez Greens,New Stephen,LA,21146,2021-03-13,1985-05-02,Moderate,Employed,197865,745,False
C0276,David,Strong,david.strong@email.com,555-416-1138,7438 Christine Gardens Apt. 102,Diazmouth,MN,47015,2020-03-26,1982-06-09,,Employed,240193,689,False
C0277,Jodi,Wade,jodi.wade@email.com,555-790-2595,183 Austin Expressway Suite 405,South Sandra,MI,63383,2020-10-28,1964-07-12,,Employed,118231,725,False
C0278,Franklin,Bailey,franklin.bailey@email.com,555-574-2290,961 Meghan Manors Suite 133,East Mariah,SD,22227,2019-04-20,1999-09-03,,Employed,111269,654,False
C0279,Emily,Downs,emily.downs@email.com,555-613-9459,3965 Griffith Isle,Cranechester,WA,89788,2021-08-27,1983-06-22,,Retired,30000,647,False
C0280,Gregory,Johnson,gregory.johnson@email.com,555-829-7350,97837 Emily Hills,North Lisa,KS,37370,2021-06-04,1987-03-23,,Employed,30000,612,False
C0281,Jack,Phillips,jack.phillips@email.com,555-246-6071,39517 Alejandro Route,Kennethland,OK,21425,2020-10-18,1964-03-21,Moderate,Employed,46287,792,False
C0282,Vanessa,Harris,vanessa.harris@email.com,555-461-2461,1474 Johnson Ramp,Walterside,CA,33486,2021-12-26,1994-08-17,,Employed,150487,714,False
C0283,Bradley,Pope,bradley.pope@email.com,555-226-8999,67305 William Park Apt. 121,North Elizabethshire,AZ,57641,2019-08-11,1977-12-25,Conservative,Employed,114753,650,False
C0284,Miranda,Wilkinson,miranda.wilkinson@email.com,555-482-2367,4158 Lopez Centers,North Nancy,UT,64158,2020-11-02,1980-03-10,,Employed,264980,774,False
C0285,Charles,Webb,charles.webb@email.com,555-158-5011,630 Kelsey Plains Suite 837,Garzaview,VT,83505,2018-01-17,1966-12-07,,Retired,34666,734,False
C0286,Dean,Webster,dean.webster@email.com,555-573-2531,99031 Rice Estate Suite 156,Patrickshire,MN,71063,2020-08-17,1988-10-26,,Employed,108336,746,False
C0287,Patricia,Rivera,patricia.rivera@email.com,555-506-8096,7867 Levine Ramp Suite 213,Hillmouth,IL,62628,2019-11-05,1962-11-22,,Employed,120668,681,False
C0288,Richard,Guerrero,richard.guerrero@email.com,555-249-4497,490 Hannah Islands,Port Jessicatown,MA,84475,2018-03-06,1986-12-18,,Self-Employed,53684,723,False
C0289,Rachael,Fletcher,rachael.fletcher@email.com,555-800-7929,01449 Mckinney Island Suite 199,Scottbury,LA,43039,2021-07-25,1967-11-25,Conservative,Employed,33993,688,False
C0290,Valerie,Carrillo,valerie.carrillo@email.com,555-785-5250,52515 Thomas Skyway,South Amy,ID,17044,2018-07-09,2000-02-22,,Retired,30000,830,False
C0291,Julia,Ramsey,julia.ramsey@email.com,555-593-8790,8388 Aguirre Oval,Johnchester,OH,31061,2021-11-27,1979-08-05,,Employed,92358,850,False
C0292,Jenna,Deleon,jenna.deleon@email.com,555-840-3369,71927 Michelle Islands Suite 069,Taylorton,MA,97040,2019-10-11,1960-08-20,,Employed,71348,739,False
C0293,Tonya,Lyons,tonya.lyons@email.com,555-790-7658,700 Johnson Shoal Apt. 458,North Richardville,KY,78248,2018-01-08,1980-03-17,,Retired,104374,669,False
C0294,Kathleen,Morton,kathleen.morton@email.com,555-863-4074,8856 Johnson Wells,Grayside,NE,81576,2018-12-07,1986-12-15,,Employed,90700,599,False
C0295,Kevin,Miller,kevin.miller@email.com,555-566-7783,402 Brett Plains,Annburgh,NE,56101,2019-12-23,1997-02-23,,Employed,76757,765,False
C0296,Laura,Williams,laura.williams@email.com,555-666-3664,4583 Jones Brooks Apt. 631,Lake Jason,OH,67131,2020-02-21,1972-10-13,,Self-Employed,117196,714,False
C0297,Brittany,Webster,brittany.webster@email.com,555-977-2625,644 Ramsey Fork,Amandashire,CO,23606,2018-07-03,1989-02-20,,Employed,171015,566,False
C0298,Savannah,Richardson,savannah.richardson@email.com,555-133-5749,764 Donna Tunnel,New Maryberg,NE,37770,2019-04-02,1994-11-06,Aggressive,Employed,73684,666,False
C0299,Ana,Mitchell,ana.mitchell@email.com,555-459-8601,3166 Travis Mews Suite 013,Andersonmouth,NE,94523,2021-12-12,1995-03-13,,Self-Employed,40883,703,False
C0300,Michelle,Jensen,michelle.jensen@email.com,555-414-7794,808 Eric Ville,West Tracie,UT,41661,2018-01-09,2000-05-18,,Retired,52007,705,False
C0301,Bruce,Sullivan,bruce.sullivan@email.com,555-540-4962,2553 Patterson Canyon,West Ann,OK,61296,2019-01-30,1987-08-23,,Employed,82227,612,False
C0302,Hannah,Taylor,hannah.taylor@email.com,555-277-7604,99679 Brown Trail Apt. 863,Veronicabury,MA,77800,2018-11-21,1979-08-15,,Employed,93778,541,False
C0303,Jennifer,Clements,jennifer.clements@email.com,555-903-7422,44848 Johnson Route Apt. 110,North Shannon,WI,92223,2019-06-17,1997-07-23,,Employed,34694,627,False
C0304,Adam,Smith,adam.smith@email.com,555-656-2290,50207 Timothy Ridges,West Jillville,OR,60122,2018-02-21,1993-04-19,,Self-Employed,106564,696,False
C0305,Stacy,Nixon,stacy.nixon@email.com,555-298-9772,3882 Velasquez Light Suite 911,Port Robin,KS,59559,2019-06-18,1989-07-28,,Employed,39529,665,False
C0306,Jacob,Hoover,jacob.hoover@email.com,555-606-6921,389 Lopez Place Suite 111,Hardington,IN,61222,2018-07-26,1982-01-10,,Self-Employed,63091,691,False
C0307,Jeffery,Terry,jeffery.terry@email.com,555-529-7148,748 Fisher Row Suite 420,Wilsonchester,MA,93040,2020-07-12,1996-04-08,Moderate,Employed,117112,696,False
C0308,Karen,Torres,karen.torres@email.com,555-451-6681,42372 Sandra Rest,New Jason,NM,90478,2021-05-13,1984-07-06,,Employed,66049,813,False
C0309,Barbara,Gregory,barbara.gregory@email.com,555-624-3496,9225 Hannah Forks Suite 708,North Melissa,IN,57826,2018-08-24,2000-04-22,,Employed,53974,784,False
C0310,Heather,Norton,heather.norton@email.com,555-593-4264,7551 Williams Mount Suite 622,Port Anthonymouth,CO,55685,2021-12-21,1984-09-26,,Employed,62795,777,False
C0311,Eric,Sanchez,eric.sanchez@email.com,555-297-5097,387 Garcia Tunnel,Lake Jacobton,ID,35936,2021-11-08,1997-12-13,,Retired,30000,669,False
C0312,Joseph,Ryan,joseph.ryan@email.com,555-913-4372,0826 Taylor Manor Apt. 065,West Kevinland,WA,73941,2020-06-06,1999-08-08,,Employed,85938,746,False
C0313,Hayden,Salinas,hayden.salinas@email.com,555-492-8033,131 Christian Spring,Lake David,IL,84336,2019-12-24,1976-10-09,Moderate,Retired,76744,623,False
C0314,Lisa,Johnston,lisa.johnston@email.com,555-519-5808,6729 Hanna Track,New Heatherburgh,RI,94554,2020-12-22,1975-10-20,,Employed,68594,762,False
C0315,Ashley,Smith,ashley.smith@email.com,555-480-7094,325 Wise Hills,Port Jakeburgh,GA,51215,2018-09-08,1960-06-06,Conservative,Employed,34089,575,False
C0316,Daniel,Yang,daniel.yang@email.com,555-494-5646,6886 Joseph Isle,West John,RI,37810,2020-12-15,1969-10-02,Conservative,Employed,40406,735,False
C0317,Curtis,Clarke,curtis.clarke@email.com,555-761-7909,3300 Thomas Plaza,Briannamouth,UT,67043,2019-10-13,1996-06-26,Conservative,Employed,63103,674,False
C0318,Amy,Lopez,amy.lopez@email.com,555-705-7272,180 Mullen Meadows Apt. 695,Campbellberg,KS,85551,2018-02-13,1972-10-14,,Employed,149136,787,False
C0319,Emily,Bradford,emily.bradford@email.com,555-234-7599,87976 Smith Lakes,Phillipstown,AZ,79922,2020-12-16,1961-10-02,,Employed,36479,690,False
C0320,Danny,Washington,danny.washington@email.com,555-840-5931,558 Matthew Valley Apt. 049,Brownville,LA,51574,2019-12-10,1977-12-16,,Employed,124365,793,False
C0321,Pamela,Johnson,pamela.johnson@email.com,555-756-2989,08196 Mcmahon Summit,Harrisonmouth,MS,90999,2018-07-30,1961-04-24,,Employed,138180,693,False
C0322,Dawn,Lane,dawn.lane@email.com,555-804-8138,4083 Christina Courts,Jacobbury,IA,32307,2018-06-30,1968-07-28,,Self-Employed,68003,692,False
C0323,Bradley,Brooks,bradley.brooks@email.com,555-411-2229,1985 Isaiah Camp Apt. 691,Juliefurt,KY,53165,2021-11-09,1987-06-27,,Self-Employed,61382,658,False
C0324,Taylor,Fox,taylor.fox@email.com,555-571-2964,896 Moore Spurs Apt. 754,Harpertown,FL,51855,2018-10-31,1993-10-11,,Employed,112656,671,False
